image_path,true_label,pred_label,correct,confidence,left_eye,right_eye,eyes_total,nose,mouth,remaining_face,inside_face_total,outside_face
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0001.jpg,Abdullah_Gul,Abdullah_Gul,True,0.015514741651713848,0.02679086464922875,0.0,0.02679086464922875,0.29462187085300684,0.9662825614213943,9.148412197828293,10.436107494751923,89.56388831138611
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0002.jpg,Abdullah_Gul,Abdullah_Gul,True,0.015622684732079506,0.2502515912055969,0.19553406164050102,0.44578565284609795,1.0024960152804852,0.48314090818166733,17.57144033908844,19.50286291539669,80.49713373184204
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0006.jpg,Abdullah_Gul,Abdullah_Gul,True,0.015405887737870216,0.2837595995515585,0.4686740692704916,0.7524336688220501,2.491306886076927,0.6687466986477375,28.13698947429657,32.049476727843285,67.95052289962769
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,Abdullah_Gul,True,0.015756988897919655,0.2293415367603302,0.2430309308692813,0.4723724676296115,1.7424574121832848,0.6445856299251318,24.493730068206787,27.353145577944815,72.6468563079834
./data/processed/test/Adrien_Brody/Adrien_Brody_0001.jpg,Adrien_Brody,Adrien_Brody,True,0.011306672357022762,0.09300470701418817,0.1814858173020184,0.2744905243162066,0.30844463035464287,0.1653493265621364,9.152307361364365,9.90059184259735,90.09941816329956
./data/processed/test/Adrien_Brody/Adrien_Brody_0010.jpg,Adrien_Brody,Adrien_Brody,True,0.011303236708045006,0.059889297699555755,0.10737645206972957,0.16726574976928532,0.29475067276507616,0.0784104224294424,11.721449345350266,12.26187619031407,87.73812651634216
./data/processed/test/Adrien_Brody/Adrien_Brody_0011.jpg,Adrien_Brody,Adrien_Brody,True,0.011203446425497532,0.0748045917134732,0.10228775208815932,0.17709234380163252,0.3205952001735568,0.9273662231862545,11.100450158119202,12.525503925280645,87.47450113296509
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,Alejandro_Toledo,Alejandro_Toledo,True,0.0259755440056324,0.5916398484259844,0.6697637028992176,1.261403551325202,4.77653294801712,1.377012673765421,46.20704650878906,53.621995681896806,46.378010511398315
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Alejandro_Toledo,Alejandro_Toledo,True,0.026317786425352097,0.47796936705708504,0.5845643114298582,1.0625336784869432,5.346820876002312,2.428073436021805,46.529361605644226,55.366789596155286,44.63320970535278
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Alejandro_Toledo,Alejandro_Toledo,True,0.026112759485840797,0.4128092899918556,0.5345972720533609,0.9474065620452166,4.440236464142799,1.3096543028950691,44.22570765018463,50.923004979267716,49.076998233795166
