image_path,true_label,pred_label,correct,confidence
./data/processed/test/Ann_Veneman/Ann_Veneman_0001.jpg,Ann_Veneman,Alejandro_Toledo,False,0.011816002428531647
./data/processed/test/Ann_Veneman/Ann_Veneman_0006.jpg,Ann_Veneman,Laura_Bush,False,0.013376835733652115
./data/processed/test/Ann_Veneman/Ann_Veneman_0010.jpg,Ann_Veneman,Laura_Bush,False,0.016574611887335777
./data/processed/test/Anna_Kournikova/Anna_Kournikova_0001.jpg,Anna_Kournikova,Jennifer_Capriati,False,0.013874109834432602
./data/processed/test/Anna_Kournikova/Anna_Kournikova_0010.jpg,Anna_Kournikova,Naomi_Watts,False,0.014982650056481361
./data/processed/test/Anna_Kournikova/Anna_Kournikova_0011.jpg,Anna_Kournikova,Tiger_Woods,False,0.010539667680859566
./data/processed/test/Ari_Fleischer/Ari_Fleischer_0001.jpg,Ari_Fleischer,Igor_Ivanov,False,0.011250518262386322
./data/processed/test/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0019.jpg,Atal_Bihari_Vajpayee,John_Howard,False,0.014280170202255249
./data/processed/test/Bill_McBride/Bill_McBride_0002.jpg,Bill_McBride,Gerhard_Schroeder,False,0.01423236820846796
./data/processed/test/Bill_McBride/Bill_McBride_0009.jpg,Bill_McBride,Tom_Ridge,False,0.013312825001776218
./data/processed/test/Britney_Spears/Britney_Spears_0001.jpg,Britney_Spears,Naomi_Watts,False,0.011929967440664768
./data/processed/test/Britney_Spears/Britney_Spears_0010.jpg,Britney_Spears,Naomi_Watts,False,0.01407930999994278
./data/processed/test/Britney_Spears/Britney_Spears_0012.jpg,Britney_Spears,Naomi_Watts,False,0.015527624636888504
./data/processed/test/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0001.jpg,Catherine_Zeta-Jones,Angelina_Jolie,False,0.011485434137284756
./data/processed/test/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0006.jpg,Catherine_Zeta-Jones,Renee_Zellweger,False,0.010760292410850525
./data/processed/test/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0010.jpg,Catherine_Zeta-Jones,Angelina_Jolie,False,0.011435593478381634
./data/processed/test/Condoleezza_Rice/Condoleezza_Rice_0001.jpg,Condoleezza_Rice,Angelina_Jolie,False,0.012787692248821259
./data/processed/test/Condoleezza_Rice/Condoleezza_Rice_0010.jpg,Condoleezza_Rice,Angelina_Jolie,False,0.011349701322615147
./data/processed/test/David_Nalbandian/David_Nalbandian_0001.jpg,David_Nalbandian,George_W_Bush,False,0.013416160829365253
./data/processed/test/Dick_Cheney/Dick_Cheney_0001.jpg,Dick_Cheney,Ariel_Sharon,False,0.01730150729417801
./data/processed/test/Dick_Cheney/Dick_Cheney_0010.jpg,Dick_Cheney,Ariel_Sharon,False,0.01556116808205843
./data/processed/test/Dick_Cheney/Dick_Cheney_0012.jpg,Dick_Cheney,Ariel_Sharon,False,0.016102302819490433
./data/processed/test/Edmund_Stoiber/Edmund_Stoiber_0001.jpg,Edmund_Stoiber,Ariel_Sharon,False,0.014654001221060753
./data/processed/test/Edmund_Stoiber/Edmund_Stoiber_0010.jpg,Edmund_Stoiber,Ariel_Sharon,False,0.01686403527855873
./data/processed/test/Edmund_Stoiber/Edmund_Stoiber_0012.jpg,Edmund_Stoiber,Rudolph_Giuliani,False,0.013700931333005428
./data/processed/test/Eduardo_Duhalde/Eduardo_Duhalde_0001.jpg,Eduardo_Duhalde,Alejandro_Toledo,False,0.013519098982214928
